,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,MA_PTS,MA_FGM,MA_FGA,MA_STL,MA_BLK,MA_TOV,MA_FG_PCT,MA_MIN,MA_PLUS_MINUS,AVG_PTS,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,Home_Away
0,22024,1629661,0022400064,"OCT 23, 2024",BKN @ ATL,L,32,4,10,0.4,1,6,0.167,5,6,0.833,0,4,4,0,1,1,0,3,14,-10,1,14.0,4.0,10.0,1.0,1.0,0.0,0.4,32.0,-10.0,,BKN,1610612751,ATL,1610612737,F,0,1,0,0,1,0,28.0,80,210,0,1,116.0,0,5,0.0,1,0,116.0,0,5,0.0,0
1,22024,1629661,0022400077,"OCT 25, 2024",BKN @ ORL,L,35,4,12,0.333,2,10,0.2,2,3,0.667,1,1,2,2,0,1,2,4,12,-14,1,13.0,4.0,11.0,0.5,1.0,1.0,0.36650000000000005,33.5,-12.0,14.0,BKN,1610612751,ORL,1610612753,F,0,1,0,0,1,0,28.0,80,210,0,2,108.5,0,5,23.2,2,0,99.0,1,5,23.2,0
2,22024,1629661,0022400098,"OCT 27, 2024",BKN vs. MIL,W,29,5,12,0.417,3,9,0.333,0,0,0.0,0,6,6,3,2,0,1,3,13,2,1,13.0,4.333333333333333,11.333333333333334,1.0,0.6666666666666666,1.0,0.3833333333333333,32.0,-7.333333333333333,13.0,BKN,1610612751,MIL,1610612749,F,0,1,0,0,1,0,28.0,80,210,1,2,110.66666666666667,0,5,43.4,1,2,119.0,1,5,49.2,1
3,22024,1629661,0022400113,"OCT 29, 2024",BKN vs. DEN,L,40,7,14,0.5,6,10,0.6,0,0,0.0,1,6,7,5,1,0,0,2,20,-12,1,14.75,5.0,12.0,1.0,0.5,0.75,0.4125,34.0,-8.5,13.0,BKN,1610612751,DEN,1610612743,F,0,1,0,0,1,0,28.0,80,210,1,3,117.75,1,4,66.4,2,2,118.75,1,4,63.6,1
4,22024,1629661,0022400124,"OCT 30, 2024",BKN @ MEM,W,35,4,12,0.333,4,8,0.5,2,2,1.0,0,2,2,4,0,1,0,3,14,2,1,14.6,4.8,12.0,0.8,0.6,0.6,0.3966,34.2,-6.4,14.75,BKN,1610612751,MEM,1610612763,F,0,1,0,0,1,0,28.0,80,210,2,3,118.0,1,4,94.2,2,3,121.6,2,4,96.2,0
5,22024,1629661,0022400136,"NOV 01, 2024",BKN vs. CHI,W,32,5,11,0.455,2,7,0.286,2,2,1.0,0,6,6,5,1,0,0,1,14,0,1,14.6,5.0,12.2,0.8,0.4,0.6,0.4076000000000001,34.2,-4.4,14.6,BKN,1610612751,CHI,1610612741,F,0,1,0,0,1,0,28.0,80,210,3,3,118.33333333333333,2,3,118.0,3,3,116.83333333333333,3,3,113.4,1
6,22024,1629661,0022400151,"NOV 03, 2024",BKN vs. DET,L,30,9,19,0.474,3,12,0.25,5,6,0.833,0,1,1,3,1,1,0,3,26,-5,1,17.4,6.0,13.6,1.0,0.4,0.2,0.43579999999999997,33.2,-2.6,14.5,BKN,1610612751,DET,1610612765,F,0,1,0,0,1,0,28.0,80,210,3,4,114.57142857142857,3,2,118.8,2,5,110.42857142857143,1,2,104.0,1
7,22024,1629661,0022400158,"NOV 04, 2024",BKN vs. MEM,W,36,8,11,0.727,3,4,0.75,1,2,0.5,1,2,3,2,0,0,0,2,20,16,1,18.8,6.6,13.4,0.6,0.4,0.0,0.49779999999999996,34.6,0.2,16.142857142857142,BKN,1610612751,MEM,1610612763,F,0,1,0,0,1,0,28.0,80,210,4,4,113.5,3,2,117.0,4,4,115.0,3,2,119.8,1
8,22024,1629661,0022400187,"NOV 08, 2024",BKN @ BOS,L,40,6,13,0.462,3,8,0.375,3,3,1.0,2,6,8,4,0,0,0,2,18,1,1,18.4,6.4,13.2,0.4,0.4,0.0,0.4902,34.6,2.8,16.625,BKN,1610612751,BOS,1610612738,F,0,1,0,0,1,0,28.0,80,210,4,5,112.44444444444444,3,2,115.2,8,2,109.9,3,2,120.8,0
9,22024,1629661,0022400199,"NOV 09, 2024",BKN @ CLE,L,31,8,13,0.615,4,7,0.571,3,3,1.0,1,4,5,1,0,0,0,0,23,4,1,20.2,7.2,13.4,0.4,0.2,0.0,0.5466,33.8,3.2,16.77777777777778,BKN,1610612751,CLE,1610612739,F,0,1,0,0,1,0,28.0,80,210,4,6,111.2,3,2,108.2,11,0,110.18181818181819,5,2,123.4,0
